transaction_id,customer_id,product_id,product_name,quantity_sold,unit_price,transaction_date,store_id,inventory_level,reorder_point,reorder_quantity,supplier_id,supplier_lead_time,customer_age,customer_gender,customer_income,customer_loyalty_level,promotion_type,weather_conditions,holiday_indicator,weekday,stockout_indicator,forecasted_demand,actual_demand,sales,age_group,category_Electronics,payment_method_Credit Card,payment_method_Debit Card,payment_method_Digital Wallet,"store_location_Dallas, TX","store_location_Los Angeles, CA","store_location_Miami, FL","store_location_New York, NY",promotion_applied_True,sales_per_unit,revenue_per_product,month,quarter,season,sales_category
851,4681,562,Washing Machine,0.012118374306065063,-1.3204831795246987,2024-03-17 17:40:00,18,-0.7847755631201382,100,264,426,9,18,1,107086.39,Bronze,BOGO,Cloudy,True,Tuesday,False,353,259,-0.9274963932350915,18-30,True,True,False,False,False,False,False,False,True,-76.53637111793894,-0.01600210943434321,3,1,2,
852,2858,949,Fridge,-1.396994917096859,-0.7159706321672062,2024-07-25 23:36:00,2,0.32811519082871,103,141,215,4,50,2,41222.07,Gold,BOGO,Rainy,True,Monday,True,357,338,-1.0248864963532884,40-50,False,False,False,True,False,False,False,False,True,0.7336365249510991,1.000207333928212,7,3,3,
853,8560,409,Headphones,0.716675020007527,0.40970300151557454,2024-02-25 03:07:00,5,-0.09884289716424435,97,115,222,9,56,1,89378.15,Silver,BOGO,Sunny,True,Monday,True,117,403,0.8259219405751351,50-60,True,False,False,True,True,False,False,False,True,1.152435786817937,0.29362390680831824,2,1,1,Low
854,2924,321,Smartphone,0.716675020007527,-1.0033937770602044,2024-09-09 17:53:00,13,-0.18983396509716904,56,125,241,2,42,2,72302.78,Silver,Percentage Discount,Stormy,True,Thursday,False,144,213,-0.5081157976074465,40-50,True,False,False,False,False,True,False,False,False,-0.7089905234901447,-0.7191072552500501,9,3,4,
855,3522,637,Tablet,0.012118374306065063,0.9675716137757144,2024-03-10 22:57:00,13,0.006146796604514906,118,228,263,7,28,1,113935.24,Gold,BOGO,Sunny,False,Monday,True,489,245,0.6925367252867046,18-30,True,False,True,False,True,False,False,False,False,57.147659231824555,0.011725394983657527,3,1,2,Low
856,9165,409,Camera,1.421231665708989,-0.5183862082452398,2024-01-14 11:05:00,19,-0.2948236588659283,77,127,136,8,53,1,23571.5,Platinum,Percentage Discount,Sunny,False,Tuesday,False,275,325,0.2590938254669387,50-60,True,False,False,False,False,False,False,True,False,0.18230231686942353,-0.7367468942249491,1,1,1,Low
857,5781,279,Tablet,0.716675020007527,-0.14389438450384975,2024-07-26 02:46:00,4,-0.8127728147918073,103,295,191,5,60,2,95513.06,Gold,Percentage Discount,Cloudy,True,Monday,False,303,117,0.30329686923821225,50-60,False,False,False,True,False,False,True,False,True,0.4232000010758388,-0.10312551089326731,7,3,3,Low
858,9337,214,Smartphone,-1.396994917096859,1.2275624060348285,2024-01-08 19:44:00,9,0.28611931332120627,120,265,410,3,49,1,64741.73,Platinum,BOGO,Rainy,False,Thursday,False,142,385,-0.5661871245771882,40-50,True,False,True,False,True,False,False,False,False,0.405289323281004,-1.7148984416498458,1,1,1,
859,5479,483,Fridge,0.716675020007527,1.4244498516162598,2024-07-18 15:59:00,4,-1.4567096032401974,61,253,370,9,21,2,20153.56,Platinum,BOGO,Rainy,False,Saturday,True,306,317,1.783896378886844,18-30,True,False,False,True,False,True,False,False,False,2.4891287251341736,1.020867625906802,7,3,3,Low
860,7807,903,Laptop,0.716675020007527,-0.22628079860300548,2024-06-17 12:47:00,20,-0.8967645698068147,147,105,176,10,23,0,89280.9,Gold,BOGO,Rainy,False,Thursday,True,468,268,0.2255197578696738,18-30,False,True,False,False,False,False,True,False,False,0.31467506411386464,-0.16216979586612815,6,2,3,Low
861,8905,138,Fridge,0.012118374306065063,-0.6692552121118498,2024-06-27 09:09:00,8,-0.3438188492913493,100,135,408,6,63,2,73064.78,Bronze,BOGO,Sunny,True,Saturday,True,490,137,-0.4664012839721512,60+,True,False,False,True,False,False,False,True,True,-38.487116521786625,-0.008110285166656364,6,2,3,
862,8736,896,Washing Machine,0.012118374306065063,1.2871093760518324,2024-05-26 05:40:00,19,0.8250664080008372,121,154,430,5,33,2,73763.24,Silver,BOGO,Rainy,True,Thursday,False,229,162,0.9187820752763141,30-40,False,True,False,False,True,False,False,False,False,75.81727153092453,0.015597673191841962,5,2,2,Low
863,4993,306,Tablet,0.716675020007527,-0.4262778398575936,2024-02-23 05:51:00,14,-1.470708229076032,136,143,480,1,27,2,91041.37,Platinum,BOGO,Cloudy,False,Tuesday,True,436,220,0.03671202395962757,18-30,False,False,True,False,False,True,False,False,True,0.05122548286843037,-0.3055026794087063,2,1,1,Low
864,8483,194,Tablet,-1.396994917096859,-1.556580124571108,2024-01-03 12:22:00,1,-0.3088222847017629,70,100,228,6,24,0,118908.07,Bronze,BOGO,Sunny,True,Sunday,True,456,127,-1.223281398058383,18-30,True,False,False,True,True,False,False,False,False,0.8756520035166085,2.1745345220798336,1,1,1,
865,3369,554,TV,1.421231665708989,0.17553615033526285,2024-08-24 09:51:00,13,1.2940203735012952,64,124,277,9,41,0,77829.69,Gold,BOGO,Cloudy,True,Thursday,True,160,420,1.0779678648728441,40-50,True,False,False,True,False,False,False,False,False,0.7584744210825715,0.2494775353331291,8,3,3,Low
866,7284,618,Tablet,1.421231665708989,-0.8812617263110438,2024-01-03 15:00:00,3,-0.5118023593213641,87,196,239,5,43,2,76250.22,Bronze,BOGO,Rainy,True,Thursday,False,205,316,-0.1691231610672729,40-50,True,False,False,True,False,False,False,False,True,-0.11899760267648196,-1.252477071210624,1,1,1,
867,4122,125,Smartphone,-0.6924382713953969,0.8795736304732757,2024-01-04 12:40:00,1,-0.19683327801508632,55,189,485,8,45,0,106512.5,Gold,BOGO,Stormy,True,Sunday,False,140,495,-0.00904318776086619,40-50,True,False,False,True,False,True,False,False,True,0.013059919034576786,-0.6090504442498886,1,1,1,
868,9327,918,Smartphone,0.012118374306065063,-0.4168060829221159,2024-02-28 22:32:00,9,-0.2948236588659283,106,126,144,5,46,0,68820.92,Gold,BOGO,Stormy,False,Wednesday,False,437,476,-0.2876573346459081,40-50,True,True,False,False,False,False,False,False,True,-23.73728747608827,-0.005051012125894994,2,1,1,
869,3236,594,Laptop,-1.396994917096859,-1.5080239668471587,2024-02-26 15:35:00,15,1.2310265572400396,78,253,360,4,21,0,96707.15,Platinum,BOGO,Stormy,True,Monday,False,378,400,-1.211821505889819,18-30,True,False,False,False,False,True,False,False,True,0.8674487580872127,2.1067018165457227,2,1,1,
870,2143,612,Washing Machine,0.716675020007527,0.29741800373141086,2024-09-14 15:20:00,3,-0.532800298075116,110,233,206,9,22,2,114139.99,Silver,Percentage Discount,Cloudy,True,Saturday,False,240,248,0.7199189924778409,18-30,False,False,False,False,True,False,False,False,True,1.004526420455229,0.21315205377480764,9,3,4,Low
871,5526,257,Camera,0.012118374306065063,0.8754811166275689,2024-08-19 00:58:00,17,-1.2817267802922654,75,240,202,10,61,0,64033.63,Gold,BOGO,Cloudy,False,Thursday,False,357,180,0.6273330178763877,60+,True,False,False,True,False,False,False,False,True,51.76709367381209,0.010609407869184682,8,3,3,Low
872,7798,294,Tablet,1.421231665708989,0.8219210118433676,2024-01-12 16:42:00,19,0.04814267411201861,56,254,498,5,57,2,23902.09,Bronze,BOGO,Rainy,False,Wednesday,False,442,510,1.8407445300270375,50-60,True,False,False,False,False,True,False,False,False,1.2951755680934482,1.168140168743367,1,1,1,Low
873,6568,448,Laptop,-0.6924382713953969,0.5005425118986565,2024-06-21 03:03:00,4,1.4550045706133927,117,101,354,8,22,0,26909.2,Bronze,BOGO,Cloudy,True,Thursday,False,118,237,-0.18795585099463324,18-30,True,False,False,False,False,True,False,False,True,0.2714405872105623,-0.34659479169901564,6,2,3,
874,9318,595,Smartphone,1.421231665708989,1.3744818659717393,2024-05-17 12:49:00,4,-1.176737086523506,137,203,386,6,50,1,86756.31,Silver,Percentage Discount,Rainy,True,Tuesday,False,202,260,2.4928026933686427,40-50,True,False,False,True,False,False,False,True,False,1.7539735100998435,1.9534571518618142,5,2,2,Low
875,5377,850,TV,0.716675020007527,0.46869596310805023,2024-04-06 17:29:00,19,1.657984645232994,108,290,366,3,47,1,109339.06,Platinum,BOGO,Rainy,True,Thursday,True,166,110,0.8816144014487891,40-50,True,False,False,True,False,True,False,False,False,1.2301452915709685,0.33590268873790907,4,2,2,Low
876,1042,994,Smartphone,-0.6924382713953969,-0.4990316558657635,2024-02-04 18:47:00,20,-1.2957254061280998,60,104,155,9,25,1,50016.64,Silver,BOGO,Cloudy,True,Monday,True,359,391,-0.6597811647760964,18-30,False,False,False,False,False,False,False,False,False,0.9528375192874736,0.3455486171592719,2,1,1,
877,5634,636,Tablet,0.716675020007527,0.901608868777887,2024-01-29 10:43:00,5,0.748073965903747,85,252,255,10,47,0,37288.9,Bronze,BOGO,Rainy,True,Tuesday,False,175,161,1.2903069710347923,40-50,False,False,True,False,False,False,True,False,True,1.8004073464444743,0.646160554070356,1,1,1,Low
878,5891,417,Headphones,-0.6924382713953969,0.4883900690380436,2024-08-01 06:11:00,11,1.6159887677254903,146,128,433,8,25,1,46748.65,Platinum,BOGO,Cloudy,True,Wednesday,False,163,113,-0.19369212385044732,18-30,True,False,False,False,True,False,False,False,True,0.27972475215750314,-0.3381799751713815,8,3,3,
879,9022,894,Laptop,0.012118374306065063,-0.046156575673419804,2024-09-16 01:11:00,13,1.1120382376354458,75,224,351,3,18,2,44871.58,Bronze,Percentage Discount,Cloudy,True,Thursday,False,476,212,-0.02522285149241252,18-30,False,False,True,False,True,False,False,False,False,-2.0813725385416477,-0.0005593426606967183,9,3,4,
880,3434,435,Tablet,1.421231665708989,-0.21098301759023394,2024-03-13 09:05:00,20,0.9160574759337619,124,296,485,5,35,1,24442.95,Gold,BOGO,Stormy,True,Sunday,False,245,121,0.62184981588186,30-40,False,False,False,False,False,False,False,False,False,0.43754289387553635,-0.2998557455260771,3,1,2,Low
881,8316,246,Tablet,-1.396994917096859,1.2252748873787132,2024-02-26 04:38:00,5,-0.385814726798853,52,189,462,6,68,1,115499.08,Bronze,BOGO,Cloudy,True,Monday,False,164,134,-0.5667270090812648,60+,False,False,False,False,False,False,True,False,False,0.4056757846041408,-1.7117027897144885,2,1,1,
882,9824,887,Headphones,-0.6924382713953969,-0.8241988585846656,2024-05-23 06:03:00,10,-1.3867164740610247,74,108,257,10,39,0,82063.44,Bronze,BOGO,Cloudy,True,Wednesday,True,348,409,-0.8132686421460049,30-40,True,True,False,False,False,False,False,False,True,1.1744998445956942,0.570706832924425,5,2,2,
883,8935,992,Camera,-0.6924382713953969,-1.4167198042370532,2024-04-09 07:05:00,16,1.2310265572400396,129,216,174,8,63,2,41712.98,Silver,BOGO,Stormy,True,Monday,False,348,269,-1.092954122343824,60+,False,False,True,False,False,False,False,False,True,1.5784137987366154,0.9809910122975303,4,2,2,
884,6654,200,Smartphone,0.012118374306065063,0.37860704478400586,2024-08-12 15:51:00,14,0.25812206164953716,51,187,279,10,57,0,34268.19,Bronze,BOGO,Stormy,True,Sunday,True,379,176,0.27552656005977094,50-60,False,True,False,False,True,False,False,False,False,22.73626421341632,0.004588101883605721,8,3,3,Low
885,6446,941,Fridge,1.421231665708989,-1.647955772139217,2024-05-03 16:09:00,18,0.5730911429558149,127,130,112,9,54,0,22164.49,Silver,Percentage Discount,Rainy,True,Thursday,True,140,494,-1.0738725794028656,50-60,False,False,True,False,False,False,False,False,True,-0.7555929165616773,-2.3421269270521625,5,2,2,
886,9903,628,Laptop,-1.396994917096859,1.4918065532951577,2024-05-09 10:54:00,18,-0.6027934272542889,69,290,334,10,69,1,41479.98,Bronze,BOGO,Cloudy,False,Monday,False,117,160,-0.503822028660962,60+,False,False,True,False,False,False,True,False,True,0.3606470020005306,-2.08404617224512,5,2,2,
887,7180,792,TV,1.421231665708989,1.6362776534204448,2024-02-04 22:05:00,7,0.5800904558737322,53,248,257,9,56,2,60396.22,Gold,BOGO,Rainy,False,Tuesday,False,356,366,2.8017389472834253,50-60,True,True,False,False,False,True,False,False,True,1.9713457101209204,2.3255296149331346,2,1,1,Low
888,8460,235,Headphones,0.012118374306065063,1.463766578518243,2024-08-16 02:58:00,10,-0.8127728147918073,56,141,213,3,28,2,85312.96,Gold,BOGO,Stormy,False,Thursday,True,244,264,1.0438623484668785,18-30,False,False,False,True,False,False,True,False,True,86.13881054527596,0.017738471295192244,8,3,3,Low
889,6272,310,Laptop,0.716675020007527,0.16853062445090936,2024-01-28 00:09:00,3,0.7620725917395816,93,199,369,3,63,1,46402.01,Bronze,BOGO,Sunny,True,Wednesday,False,317,90,0.5982425223715719,60+,False,False,False,False,False,False,False,True,False,0.8347472782925918,0.12078168865023649,1,1,1,Low
890,4090,841,Headphones,0.716675020007527,-1.7310570358184088,2024-04-01 15:04:00,2,1.5529949514642347,144,218,168,5,20,0,23522.45,Silver,BOGO,Stormy,False,Friday,True,376,464,-1.1950682148726912,18-30,False,True,False,False,False,False,True,False,True,-1.667517607715893,-1.2406053357793285,4,2,2,
891,4912,137,Washing Machine,1.421231665708989,-1.116250654508397,2024-07-24 22:33:00,8,0.24412343581370258,135,221,123,6,48,2,78867.92,Platinum,BOGO,Cloudy,False,Monday,True,229,444,-0.4464255573213161,40-50,True,True,False,False,False,False,False,False,False,-0.3141117441248499,-1.5864507770557181,7,3,3,
892,7274,570,Smartphone,0.012118374306065063,1.0537109881700593,2024-06-06 17:27:00,9,0.6150870204633186,100,262,202,6,69,0,119899.27,Silver,BOGO,Rainy,False,Monday,False,440,165,0.7535268028566103,60+,False,True,False,False,False,False,False,False,True,62.18051892319266,0.012769264165058474,6,2,3,Low
893,4826,496,Washing Machine,0.012118374306065063,-0.5434238147860028,2024-08-15 00:04:00,3,1.1470348022250323,72,190,404,5,23,2,54067.54,Platinum,BOGO,Rainy,False,Thursday,False,174,491,-0.3773076872564442,18-30,True,False,True,False,False,True,False,False,True,-31.13517355769473,-0.006585413194406556,8,3,3,
894,7730,830,Camera,1.421231665708989,0.7994032500722316,2024-05-29 18:16:00,9,-1.6876869295314678,100,105,282,1,51,1,97589.71,Silver,Percentage Discount,Sunny,False,Monday,False,270,243,1.8141720895920161,50-60,False,False,False,False,False,True,False,False,True,1.2764787988923725,1.1361372126733371,5,2,2,Low
895,1715,985,Camera,-0.6924382713953969,1.6711980554052062,2024-03-08 01:54:00,3,1.413008693105889,55,171,444,5,56,2,93356.1,Bronze,BOGO,Stormy,False,Wednesday,True,155,324,0.36462437462316594,50-60,False,True,False,False,False,False,True,False,True,-0.526580331685563,-1.1572014926441296,3,1,2,Low
896,6213,634,TV,-0.6924382713953969,1.1588296189143619,2024-07-06 16:29:00,7,1.2940203735012952,111,202,130,3,53,2,34700.85,Silver,BOGO,Sunny,True,Sunday,False,296,141,0.12277298818759164,50-60,False,True,False,False,False,False,True,False,False,-0.17730531840792152,-0.8024179781628473,7,3,3,Low
897,8749,218,Tablet,0.716675020007527,0.9847637461755815,2024-08-11 02:55:00,3,1.6509853323150767,50,124,432,2,60,0,22395.62,Gold,Percentage Discount,Rainy,True,Wednesday,True,377,275,1.3688095522056836,50-60,True,False,False,True,True,False,False,False,False,1.9099445550527314,0.7057555774930722,8,3,3,Low
898,7246,104,Laptop,-0.6924382713953969,-0.7949972532401924,2024-01-18 19:52:00,17,-1.3027247190460172,130,200,464,1,19,2,78922.9,Gold,BOGO,Stormy,True,Monday,False,209,175,-0.7994847159012987,18-30,False,False,False,True,False,True,False,False,False,1.1545934835320157,0.5504865237977274,1,1,1,
899,7325,418,TV,-0.6924382713953969,-0.7341456827396231,2024-06-01 19:28:00,4,0.24412343581370258,72,265,128,1,27,1,41524.31,Platinum,BOGO,Rainy,False,Thursday,True,478,343,-0.7707611731453471,18-30,False,True,False,False,False,False,False,False,True,1.1131117458197601,0.5083505675086181,6,2,3,
900,3492,145,Laptop,0.716675020007527,0.6416716902372753,2024-01-02 20:59:00,4,-0.679785869351379,133,140,326,2,29,2,89182.38,Bronze,BOGO,Cloudy,True,Tuesday,True,151,498,1.044912592541215,18-30,False,False,True,False,False,False,True,False,False,1.4580005767889617,0.459870071439063,1,1,1,Low
901,9115,803,TV,1.421231665708989,1.3095913953439662,2024-07-17 05:13:00,18,0.23712412289578527,86,269,360,5,23,1,71407.7,Platinum,BOGO,Cloudy,True,Thursday,False,109,283,2.416227668591212,18-30,True,False,True,False,False,False,False,False,True,1.700094169648172,1.8612327602028642,7,3,3,Low
902,1606,968,Smartphone,-1.396994917096859,-0.34809116704114973,2024-04-02 15:54:00,4,1.2940203735012952,113,137,319,10,33,0,32195.08,Bronze,BOGO,Cloudy,False,Saturday,False,380,215,-0.9380621016937786,30-40,False,True,False,False,False,False,False,True,True,0.6714856941950771,0.48628159104279983,4,2,2,
903,3068,708,Headphones,-0.6924382713953969,-1.2494450025086155,2024-03-23 05:53:00,10,-0.8337707535455592,86,272,328,10,24,1,74515.15,Silver,Percentage Discount,Rainy,True,Thursday,True,251,452,-1.013996013622618,18-30,False,False,False,True,False,True,False,False,False,1.4643847047610759,0.8651635377406831,3,1,2,
904,9229,992,TV,-1.396994917096859,0.11929535962592593,2024-03-15 13:24:00,1,0.3071172520749581,115,263,328,7,53,2,43717.69,Gold,BOGO,Rainy,True,Tuesday,True,303,287,-0.8277527311069355,50-60,False,True,False,False,False,True,False,False,True,0.5925237958826046,-0.16665501103066035,3,1,2,
905,6439,189,Smartphone,-0.6924382713953969,0.12799865326286475,2024-09-16 14:35:00,11,1.0140478567846039,91,231,270,2,55,2,47856.4,Silver,Percentage Discount,Cloudy,True,Thursday,False,276,284,-0.36380635680684065,50-60,True,False,False,True,False,False,False,False,False,0.5253989732163425,-0.08863116620627685,9,3,4,
906,2644,441,TV,-1.396994917096859,0.2559567280893194,2024-07-07 11:43:00,3,-0.7147824339409653,133,260,271,2,59,2,22933.58,Bronze,Percentage Discount,Rainy,True,Thursday,False,295,358,-0.7954988498360455,50-60,False,False,True,False,False,False,True,False,False,0.5694357510542685,-0.35757024813752203,7,3,3,
907,8213,578,Camera,-1.396994917096859,-0.6918265876014884,2024-06-25 09:45:00,8,-1.0927453315084987,107,172,100,8,43,2,65692.62,Silver,BOGO,Sunny,False,Thursday,False,447,508,-1.0191881841266672,40-50,True,False,True,False,True,False,False,False,False,0.7295575464545538,0.9664782263917442,6,2,3,
908,2633,147,Headphones,-1.396994917096859,0.8914937472203767,2024-01-30 07:50:00,6,0.6290856462991532,129,150,117,8,20,0,50176.82,Gold,BOGO,Stormy,False,Tuesday,True,235,337,-0.6455037503518826,18-30,False,True,False,False,False,False,True,False,False,0.462065926262155,-1.2454122334904982,1,1,1,
909,9617,205,Smartphone,-1.396994917096859,1.5942981118328272,2024-04-16 14:14:00,11,1.2800217476654605,116,287,497,9,38,0,74122.96,Silver,BOGO,Stormy,True,Monday,False,421,102,-0.4796326721697166,30-40,True,False,True,False,False,False,True,False,True,0.3433317231865503,-2.227226358567579,4,2,2,
910,8486,633,Fridge,1.421231665708989,-1.5093464385702255,2024-09-13 10:25:00,4,0.89505953718001,141,254,264,6,20,1,75072.51,Silver,BOGO,Rainy,False,Saturday,True,464,389,-0.9103044460584016,18-30,False,True,False,False,False,True,False,False,False,-0.6405039150350561,-2.145130953021092,9,3,4,
911,1251,884,Tablet,0.716675020007527,1.4843542464232815,2024-01-10 23:25:00,15,1.140035489307115,118,272,197,5,30,0,41723.29,Silver,BOGO,Sunny,True,Tuesday,False,193,372,1.8404492806888701,18-30,False,False,True,False,True,False,False,False,False,2.568038831142099,1.063799609253663,1,1,1,Low
912,3361,774,Headphones,1.421231665708989,-0.7778944770378297,2024-05-28 14:29:00,19,-0.8547686922993111,117,210,483,6,37,0,24190.51,Silver,BOGO,Rainy,False,Thursday,True,198,389,-0.04714300592746092,30-40,True,False,False,False,False,False,False,True,False,-0.033170528820115605,-1.1055682633462975,5,2,2,
913,7717,863,Headphones,-1.396994917096859,0.8084997109781903,2024-02-20 07:06:00,1,0.8810609113441754,128,188,263,4,42,1,53052.9,Bronze,BOGO,Cloudy,False,Wednesday,True,190,95,-0.6650914350154126,40-50,True,False,False,False,False,True,False,False,True,0.4760872261422117,-1.1294699867108113,2,1,1,
914,3529,419,Fridge,-0.6924382713953969,0.6849379610689578,2024-02-05 03:52:00,10,1.3010196864192125,71,208,347,10,24,2,119074.51,Bronze,Percentage Discount,Stormy,True,Friday,False,258,236,-0.10091634610303024,18-30,True,False,False,False,False,True,False,False,False,0.14574056673624394,-0.4742772577756768,2,1,1,
915,2225,123,Smartphone,0.012118374306065063,-0.4370899397556391,2024-03-28 16:53:00,10,-0.630790678925958,58,237,426,1,58,1,54526.78,Gold,BOGO,Sunny,True,Tuesday,True,475,271,-0.302019106023884,50-60,True,True,False,False,False,False,False,False,True,-24.922411075611684,-0.005296819495374263,3,1,2,
916,8692,691,Fridge,1.421231665708989,-0.059291936706582414,2024-05-14 08:49:00,15,-0.13383946175383077,79,290,423,6,23,2,98984.34,Silver,Percentage Discount,Sunny,True,Tuesday,True,289,111,0.8008552717647649,18-30,False,True,False,False,False,False,False,False,False,0.5634938279856395,-0.08426757796860807,5,2,2,Low
917,5342,876,Washing Machine,0.716675020007527,0.2824419050296552,2024-09-14 11:17:00,2,-0.05684701965674065,71,262,296,8,48,2,99066.57,Silver,BOGO,Stormy,True,Monday,False,228,366,0.7057807670273342,40-50,False,False,False,False,False,True,False,False,True,0.9847988939532475,0.2024190579380922,9,3,4,Low
918,6546,419,Tablet,1.421231665708989,-1.0497875148045444,2024-05-11 01:40:00,17,1.2100286184862878,109,242,465,10,33,2,33201.94,Bronze,BOGO,Rainy,True,Wednesday,True,265,190,-0.3679946795611225,30-40,False,True,False,False,True,False,False,False,False,-0.2589265975702465,-1.4919912583061625,5,2,2,
919,7512,754,Headphones,-1.396994917096859,-0.4935094428599849,2024-02-11 02:26:00,12,1.1260368634712803,79,294,130,9,36,0,69407.13,Bronze,BOGO,Rainy,False,Friday,True,230,505,-0.9723827283318369,30-40,True,True,False,False,True,False,False,False,False,0.6960531612760463,0.6894301832147016,2,1,1,
920,2315,314,Fridge,-1.396994917096859,-1.3408385213162257,2024-03-02 14:10:00,14,-0.3088222847017629,118,263,433,7,23,2,55812.98,Gold,BOGO,Stormy,True,Wednesday,False,144,407,-1.1723635407676565,18-30,False,True,False,False,False,False,True,False,True,0.83920386997827,1.8731445989264357,3,1,2,
921,6383,428,Smartphone,0.716675020007527,0.68815478417912,2024-05-05 19:16:00,1,1.3220176251729643,65,227,212,7,48,2,108827.01,Gold,BOGO,Cloudy,True,Monday,False,461,218,1.088795079888193,40-50,True,True,False,False,False,True,False,False,True,1.5192312407885482,0.4931833437198463,5,2,2,Low
922,9742,305,TV,-1.396994917096859,0.31066059220157854,2024-03-18 03:13:00,19,-0.35781747512718387,92,300,300,3,63,2,74461.33,Platinum,BOGO,Sunny,False,Monday,True,410,331,-0.7825880180627757,60+,False,False,False,True,False,False,False,True,True,0.5601938908189427,-0.43399126824790535,3,1,2,
923,7226,297,Tablet,0.716675020007527,0.0932927061521144,2024-08-03 18:49:00,9,-1.4987054807477012,72,142,331,7,34,2,90981.25,Platinum,BOGO,Cloudy,False,Friday,True,141,182,0.5272139673039914,30-40,False,False,False,False,True,False,False,False,False,0.7356388217611578,0.06686055204812293,8,3,3,Low
924,6188,393,Headphones,0.012118374306065063,-0.11379921718433185,2024-01-20 17:45:00,2,0.8110677821650025,69,102,206,10,23,2,71844.41,Bronze,BOGO,Sunny,True,Monday,True,206,510,-0.07311651199077235,18-30,False,True,False,False,False,False,False,False,True,-6.03352480655583,-0.001379061509576925,1,1,1,
925,8994,383,TV,-1.396994917096859,1.1314866224779823,2024-04-03 16:53:00,13,1.3850114414342198,126,136,211,3,35,0,119926.42,Gold,BOGO,Stormy,True,Saturday,True,273,117,-0.5888622737484064,30-40,True,False,True,False,False,False,True,False,False,0.4215206988527492,-1.5806810603648338,4,2,2,
926,9864,645,Camera,-0.6924382713953969,-0.9951372644107879,2024-03-26 09:17:00,15,-0.9247618214784838,150,100,299,4,44,2,29681.62,Silver,BOGO,Stormy,True,Monday,True,500,327,-0.8939560684193315,40-50,False,False,False,True,False,False,False,True,True,1.2910263706508267,0.68907112716975,3,1,2,
927,1588,426,Smartphone,1.421231665708989,-1.2726776138597873,2024-02-27 07:07:00,4,1.5179983868746483,76,165,134,4,40,1,115994.54,Bronze,BOGO,Cloudy,True,Thursday,False,251,305,-0.631019661390952,30-40,True,True,False,False,False,False,True,False,False,-0.4439949352494651,-1.808769725056487,2,1,1,
928,2121,891,Fridge,-0.6924382713953969,0.6586136252841299,2024-01-12 19:39:00,10,0.16713099371661244,72,242,237,10,41,1,48014.2,Silver,BOGO,Rainy,False,Friday,False,289,384,-0.11334212539216876,40-50,True,False,False,True,False,False,True,False,False,0.1636855299227792,-0.4560492802091986,1,1,1,
929,4846,551,Smartphone,0.012118374306065063,-0.7307858897134537,2024-07-12 01:15:00,17,0.14613305496286058,67,224,192,6,37,0,75163.28,Bronze,BOGO,Cloudy,True,Thursday,True,468,276,-0.5099674327425219,30-40,True,False,True,False,False,False,False,False,False,-42.082165467301245,-0.008855936949138414,7,3,3,
930,5708,787,Camera,-1.396994917096859,0.2925570265871656,2024-05-04 00:15:00,15,1.2520244959937914,123,120,229,4,38,0,90119.1,Platinum,BOGO,Sunny,False,Tuesday,False,256,192,-0.7868606977708195,30-40,True,False,False,False,False,True,False,False,True,0.5632523698840799,-0.408700679103241,5,2,2,
931,4727,220,Fridge,1.421231665708989,-0.745065010074674,2024-08-30 05:14:00,17,-0.2108319038509209,108,107,341,1,23,1,49886.38,Bronze,BOGO,Cloudy,True,Friday,True,194,502,-0.0084020749122754,18-30,False,False,False,False,False,False,True,False,True,-0.005911826421404691,-1.0589099853299135,8,3,3,
932,2480,379,Fridge,1.421231665708989,-0.2035307107183579,2024-06-05 00:44:00,7,-0.5467989239109505,135,158,243,1,69,0,85548.66,Gold,BOGO,Cloudy,False,Thursday,False,195,294,0.6306440283115458,60+,True,False,True,False,False,False,False,False,False,0.44373063415874964,-0.2892642910171862,6,2,3,Low
933,8110,252,Laptop,1.421231665708989,0.527671053461025,2024-09-15 13:32:00,3,0.46810144918705565,136,198,143,3,29,1,45827.53,Silver,BOGO,Stormy,True,Wednesday,True,326,367,1.493510219104319,18-30,True,False,False,True,False,False,False,False,True,1.050856278493678,0.7499428102568296,9,3,4,Low
934,2612,261,TV,0.012118374306065063,-0.25887793945264975,2024-09-06 07:46:00,1,-0.5537982368288679,72,300,282,6,33,0,108006.13,Gold,BOGO,Rainy,True,Sunday,False,172,493,-0.17583797458672593,30-40,False,False,True,False,False,False,False,False,True,-14.510029987992835,-0.003137179769870058,9,3,4,
935,2646,380,Tablet,0.012118374306065063,0.050937868534977865,2024-03-20 15:12:00,7,-1.715684181203137,148,272,491,6,31,1,37072.51,Gold,Percentage Discount,Stormy,True,Saturday,False,305,404,0.04352384797590667,30-40,False,True,False,False,False,False,True,False,True,3.59155831274527,0.0006172841572599958,3,1,2,Low
936,8269,217,Headphones,-0.6924382713953969,-1.5592965529752452,2024-01-24 02:48:00,4,1.0070485438666865,91,186,147,4,39,1,37098.8,Silver,BOGO,Cloudy,False,Thursday,False,157,167,-1.1602541000551254,30-40,False,False,True,False,False,False,False,True,True,1.6756065457170488,1.0797166097349797,1,1,1,
937,3725,115,Tablet,1.421231665708989,0.10149560508302802,2024-07-20 14:26:00,9,0.8670622855083409,82,158,322,10,41,0,73724.11,Silver,BOGO,Cloudy,True,Saturday,True,380,185,0.9905951500138811,40-50,True,True,False,False,False,False,False,True,True,0.6969976633047488,0.14424876787429364,7,3,3,Low
